STN---,WBAN ,YEARMODA,TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT
998227,99999,20130421,82,24,9999.9,0,1011.1,24,9999.9,0,999.9,0,4.4,24,9.9,999.9,   87.1*,  76.5*, 0.00I,999.9,0
998227,99999,20130422,82.2,24,9999.9,0,1012.2,24,9999.9,0,999.9,0,4.1,24,8.9,999.9,   87.4*,  79.7*, 0.00I,999.9,0
998227,99999,20130423,82.5,24,9999.9,0,1012.6,24,9999.9,0,999.9,0,6.3,24,11.1,999.9,   86.5*,  78.6*, 0.00I,999.9,0
998227,99999,20130424,82.4,24,9999.9,0,1011.5,24,9999.9,0,999.9,0,6.4,24,12,999.9,   88.0*,  78.1*, 0.00I,999.9,0
998227,99999,20130425,82.5,24,9999.9,0,1010.7,24,9999.9,0,999.9,0,5.1,24,8.9,999.9,   86.7*,  78.8*, 0.00I,999.9,0
998227,99999,20130426,82.7,24,9999.9,0,1010.5,24,9999.9,0,999.9,0,5,23,8.9,999.9,   86.4*,  79.5*, 0.00I,999.9,0
998227,99999,20130427,83.3,24,9999.9,0,1010.9,24,9999.9,0,999.9,0,5.5,24,11.1,999.9,   88.0*,  79.9*, 0.00I,999.9,0
998227,99999,20130428,82.7,24,9999.9,0,1011.5,24,9999.9,0,999.9,0,5.1,24,11.1,999.9,   86.5*,  79.3*, 0.00I,999.9,0
998227,99999,20130429,82.9,17,9999.9,0,1011.8,15,9999.9,0,999.9,0,5.1,14,8.9,999.9,   86.0*,  79.3*, 0.00I,999.9,0
998227,99999,20130430,82.4,24,9999.9,0,1010,24,9999.9,0,999.9,0,4.6,24,11.1,999.9,   86.2*,  79.3*, 0.00I,999.9,0
998227,99999,20130501,81.2,24,9999.9,0,1008.6,24,9999.9,0,999.9,0,5.5,24,11.1,999.9,   86.9*,  76.8*, 0.00I,999.9,0
998227,99999,20130502,79.6,24,9999.9,0,1010.1,24,9999.9,0,999.9,0,2,24,8,999.9,   82.8*,  75.6*, 0.00I,999.9,0
998227,99999,20130503,81.9,24,9999.9,0,1011.7,24,9999.9,0,999.9,0,4.9,24,11.1,999.9,   86.7*,  78.4*, 0.00I,999.9,0
998227,99999,20130504,83.7,18,9999.9,0,1012.8,18,9999.9,0,999.9,0,5.8,18,9.9,999.9,   86.9*,  80.6*, 0.00I,999.9,0
998227,99999,20130505,83.4,23,9999.9,0,1011.2,23,9999.9,0,999.9,0,5.7,23,12,999.9,   87.1*,  79.7*, 0.00I,999.9,0
998227,99999,20130506,82.6,24,9999.9,0,1010.3,24,9999.9,0,999.9,0,4.5,24,9.9,999.9,   87.4*,  78.1*, 0.00I,999.9,0
998227,99999,20130507,83.4,23,9999.9,0,1009.3,23,9999.9,0,999.9,0,3.8,23,8.9,999.9,   87.8*,  80.1*, 0.00I,999.9,0
998227,99999,20130508,83.9,24,9999.9,0,1009.6,24,9999.9,0,999.9,0,4.8,24,8,999.9,   88.2*,  81.0*, 0.00I,999.9,0
998227,99999,20130509,84.4,20,9999.9,0,1010,20,9999.9,0,999.9,0,5,20,8,999.9,   88.7*,  81.0*, 0.00I,999.9,0
998227,99999,20130510,82.3,23,9999.9,0,1008.5,23,9999.9,0,999.9,0,3.2,23,7,999.9,   86.0*,  79.2*, 0.00I,999.9,0
998227,99999,20130511,79.7,24,9999.9,0,1009.8,24,9999.9,0,999.9,0,2.4,24,8.9,999.9,   86.0*,  77.4*, 0.00I,999.9,0
998227,99999,20130512,82.7,24,9999.9,0,1010.6,24,9999.9,0,999.9,0,4.1,24,11.1,999.9,   87.8*,  77.2*, 0.00I,999.9,0
998227,99999,20130513,83.7,23,9999.9,0,1010.8,23,9999.9,0,999.9,0,4.8,23,9.9,999.9,   87.3*,  79.0*, 0.00I,999.9,0
998227,99999,20130514,83.9,24,9999.9,0,1010.7,24,9999.9,0,999.9,0,4.5,24,9.9,999.9,   87.1*,  81.7*, 0.00I,999.9,0
998227,99999,20130515,84.4,24,9999.9,0,1011.3,24,9999.9,0,999.9,0,6.2,24,9.9,999.9,   88.0*,  81.5*, 0.00I,999.9,0
998227,99999,20130516,84.2,24,9999.9,0,1012.5,24,9999.9,0,999.9,0,4.7,24,9.9,999.9,   89.2*,  81.0*, 0.00I,999.9,0
998227,99999,20130517,84,24,9999.9,0,1012.1,24,9999.9,0,999.9,0,4.7,24,8,999.9,   88.2*,  80.8*, 0.00I,999.9,0
998227,99999,20130518,83.9,24,9999.9,0,1011.5,24,9999.9,0,999.9,0,3.2,24,8,999.9,   89.2*,  78.3*, 0.00I,999.9,0
998227,99999,20130519,83,24,9999.9,0,1011.3,24,9999.9,0,999.9,0,3.8,24,8,999.9,   88.3*,  78.6*, 0.00I,999.9,0
998227,99999,20130520,83.5,24,9999.9,0,1011.8,24,9999.9,0,999.9,0,4.2,24,9.9,999.9,   89.1*,  80.4*, 0.00I,999.9,0
998227,99999,20130521,84.1,24,9999.9,0,1012,24,9999.9,0,999.9,0,4.9,24,9.9,999.9,   90.0*,  78.1*, 0.00I,999.9,0
998227,99999,20130522,83.3,23,9999.9,0,1011.3,23,9999.9,0,999.9,0,5,23,14,999.9,   88.2*,  80.6*, 0.00I,999.9,0
998227,99999,20130523,84.6,23,9999.9,0,1011,23,9999.9,0,999.9,0,3.4,23,8,999.9,   90.5*,  79.3*, 0.00I,999.9,0
998227,99999,20130524,84.7,24,9999.9,0,1010.8,24,9999.9,0,999.9,0,3.6,24,8,999.9,   90.7*,  79.5*, 0.00I,999.9,0
998227,99999,20130525,84.6,23,9999.9,0,1011.5,23,9999.9,0,999.9,0,4.3,23,8.9,999.9,   89.2*,  80.4*, 0.00I,999.9,0
998227,99999,20130526,83.7,24,9999.9,0,1011.4,24,9999.9,0,999.9,0,5,24,8.9,999.9,   88.5*,  78.6*, 0.00I,999.9,0
998227,99999,20130527,83.6,24,9999.9,0,1011.2,24,9999.9,0,999.9,0,4.4,24,11.1,999.9,   88.9*,  78.3*, 0.00I,999.9,0
998227,99999,20130528,84.2,23,9999.9,0,1011.5,23,9999.9,0,999.9,0,3.9,23,8,999.9,   89.8*,  78.1*, 0.00I,999.9,0
998227,99999,20130529,83.8,24,9999.9,0,1009.9,24,9999.9,0,999.9,0,3.3,24,7,999.9,   90.0*,  79.0*, 0.00I,999.9,0
998227,99999,20130530,80.6,24,9999.9,0,1009,24,9999.9,0,999.9,0,3.3,24,8,999.9,   86.7*,  78.3*, 0.00I,999.9,0
998227,99999,20130531,82.1,24,9999.9,0,1009.3,24,9999.9,0,999.9,0,3.8,24,9.9,999.9,   86.9*,  78.1*, 0.00I,999.9,0
998227,99999,20130601,81.5,24,9999.9,0,1008.5,24,9999.9,0,999.9,0,2.9,24,12,999.9,   87.3*,  77.7*, 0.00I,999.9,0
998227,99999,20130602,83.8,24,9999.9,0,1008.2,24,9999.9,0,999.9,0,3.8,24,8,999.9,   87.4*,  81.3*, 0.00I,999.9,0
998227,99999,20130603,83.5,19,9999.9,0,1010.2,18,9999.9,0,999.9,0,3.5,19,8,999.9,   88.9*,  80.2*, 0.00I,999.9,0
998227,99999,20130604,83.2,24,9999.9,0,1011.4,24,9999.9,0,999.9,0,5.1,24,8.9,999.9,   86.0*,  79.5*, 0.00I,999.9,0
998227,99999,20130605,82.7,24,9999.9,0,1011.4,24,9999.9,0,999.9,0,5.5,24,9.9,999.9,   85.6*,  79.0*, 0.00I,999.9,0
998227,99999,20130606,82.2,24,9999.9,0,1010.8,24,9999.9,0,999.9,0,4.8,24,14,999.9,   86.5*,  78.6*, 0.00I,999.9,0
998227,99999,20130607,84,24,9999.9,0,1010.5,24,9999.9,0,999.9,0,3.9,24,8.9,999.9,   88.9*,  80.8*, 0.00I,999.9,0
998227,99999,20130608,84.2,24,9999.9,0,1008.9,24,9999.9,0,999.9,0,5.1,24,12,999.9,   87.8*,  80.6*, 0.00I,999.9,0
998227,99999,20130609,84,24,9999.9,0,1008.9,24,9999.9,0,999.9,0,5,24,9.9,999.9,   88.0*,  81.3*, 0.00I,999.9,0
998227,99999,20130610,85,23,9999.9,0,1008.9,23,9999.9,0,999.9,0,6.1,23,9.9,999.9,   88.0*,  82.8*, 0.00I,999.9,0
998227,99999,20130611,83.7,24,9999.9,0,1009.4,24,9999.9,0,999.9,0,6.8,24,13,999.9,   87.6*,  79.3*, 0.00I,999.9,0
998227,99999,20130612,83.8,23,9999.9,0,1008.8,23,9999.9,0,999.9,0,7.7,23,13,999.9,   86.7*,  80.6*, 0.00I,999.9,0
998227,99999,20130613,81.8,24,9999.9,0,1008.5,24,9999.9,0,999.9,0,3.8,24,11.1,999.9,   85.6*,  77.7*, 0.00I,999.9,0
998227,99999,20130614,82.8,24,9999.9,0,1009.3,24,9999.9,0,999.9,0,4.2,24,7,999.9,   86.2*,  79.5*, 0.00I,999.9,0
998227,99999,20130615,83.8,24,9999.9,0,1009.4,24,9999.9,0,999.9,0,4.6,24,8,999.9,   88.5*,  80.1*, 0.00I,999.9,0
998227,99999,20130616,84.3,24,9999.9,0,1009.1,24,9999.9,0,999.9,0,4.7,24,7,999.9,   88.9*,  79.7*, 0.00I,999.9,0
998227,99999,20130617,84.1,24,9999.9,0,1008.7,24,9999.9,0,999.9,0,3.6,24,7,999.9,   88.9*,  79.3*, 0.00I,999.9,0
998227,99999,20130618,84.7,23,9999.9,0,1010.1,23,9999.9,0,999.9,0,4.9,23,8.9,999.9,   88.5*,  82.4*, 0.00I,999.9,0
998227,99999,20130619,83.5,24,9999.9,0,1011.1,24,9999.9,0,999.9,0,4.6,24,13,999.9,   89.2*,  78.1*, 0.00I,999.9,0
998227,99999,20130620,83.8,24,9999.9,0,1011.4,24,9999.9,0,999.9,0,5.1,24,9.9,999.9,   88.0*,  78.1*, 0.00I,999.9,0
998227,99999,20130621,84.5,22,9999.9,0,1011.5,22,9999.9,0,999.9,0,5.8,22,9.9,999.9,   88.9*,  79.5*, 0.00I,999.9,0
998227,99999,20130622,84.4,22,9999.9,0,1011,22,9999.9,0,999.9,0,5.8,22,9.9,999.9,   88.2*,  80.2*, 0.00I,999.9,0
998227,99999,20130623,84.1,24,9999.9,0,1011.5,24,9999.9,0,999.9,0,5.9,24,9.9,999.9,   88.7*,  80.4*, 0.00I,999.9,0
998227,99999,20130624,82.8,24,9999.9,0,1012.1,24,9999.9,0,999.9,0,4.8,24,8.9,999.9,   87.6*,  79.2*, 0.00I,999.9,0
998227,99999,20130625,84.6,24,9999.9,0,1011.2,24,9999.9,0,999.9,0,6.3,24,9.9,999.9,   88.7*,  81.5*, 0.00I,999.9,0
998227,99999,20130626,82.5,24,9999.9,0,1010.2,24,9999.9,0,999.9,0,4.6,24,8.9,999.9,   88.7*,  76.3*, 0.00I,999.9,0
998227,99999,20130627,81,24,9999.9,0,1010.1,24,9999.9,0,999.9,0,3.5,24,9.9,999.9,   83.7*,  79.0*, 0.00I,999.9,0
998227,99999,20130628,83.8,24,9999.9,0,1010.7,24,9999.9,0,999.9,0,4.2,24,8,999.9,   87.6*,  80.2*, 0.00I,999.9,0
998227,99999,20130629,83.9,24,9999.9,0,1011.2,24,9999.9,0,999.9,0,3.4,24,8,999.9,   88.3*,  80.2*, 0.00I,999.9,0
998227,99999,20130630,82,24,9999.9,0,1010.3,24,9999.9,0,999.9,0,3.8,24,8,999.9,   88.3*,  76.6*, 0.00I,999.9,0
998227,99999,20130701,83.3,24,9999.9,0,1010.2,24,9999.9,0,999.9,0,3.6,24,7,999.9,   88.0*,  79.7*, 0.00I,999.9,0
998227,99999,20130702,83,24,9999.9,0,1010.7,24,9999.9,0,999.9,0,4,24,12,999.9,   85.5*,  80.6*, 0.00I,999.9,0
998227,99999,20130703,82.8,24,9999.9,0,1010.6,24,9999.9,0,999.9,0,6,24,12,999.9,   87.4*,  74.7*, 0.00I,999.9,0
998227,99999,20130704,81.3,24,9999.9,0,1009.9,24,9999.9,0,999.9,0,3.9,24,11.1,999.9,   83.8*,  77.5*, 0.00I,999.9,0
998227,99999,20130705,82.6,24,9999.9,0,1009.8,24,9999.9,0,999.9,0,3.7,24,12,999.9,   86.5*,  79.5*, 0.00I,999.9,0
998227,99999,20130706,81.2,24,9999.9,0,1010.3,24,9999.9,0,999.9,0,2.4,24,7,999.9,   88.3*,  77.9*, 0.00I,999.9,0
998227,99999,20130707,81.4,24,9999.9,0,1009.5,24,9999.9,0,999.9,0,2.6,24,8,999.9,   85.8*,  79.0*, 0.00I,999.9,0
998227,99999,20130708,83.1,24,9999.9,0,1008.3,24,9999.9,0,999.9,0,4.8,24,11.1,999.9,   86.5*,  79.9*, 0.00I,999.9,0
998227,99999,20130709,83.8,24,9999.9,0,1007.9,24,9999.9,0,999.9,0,3.2,24,13,999.9,   87.6*,  80.8*, 0.00I,999.9,0
998227,99999,20130710,84,24,9999.9,0,1009.1,24,9999.9,0,999.9,0,3.4,24,8.9,999.9,   88.7*,  80.4*, 0.00I,999.9,0
998227,99999,20130711,84.3,24,9999.9,0,1010.1,24,9999.9,0,999.9,0,5.2,24,8.9,999.9,   88.3*,  80.6*, 0.00I,999.9,0
998227,99999,20130712,83.6,24,9999.9,0,1009.8,24,9999.9,0,999.9,0,4.3,24,8,999.9,   86.4*,  78.8*, 0.00I,999.9,0
998227,99999,20130713,83.9,23,9999.9,0,1009.8,23,9999.9,0,999.9,0,4.7,23,9.9,999.9,   88.5*,  81.1*, 0.00I,999.9,0
998227,99999,20130714,83.5,24,9999.9,0,1008.9,24,9999.9,0,999.9,0,5,24,11.1,999.9,   88.2*,  79.0*, 0.00I,999.9,0
998227,99999,20130715,84,24,9999.9,0,1008.9,24,9999.9,0,999.9,0,3.4,24,7,999.9,   89.2*,  80.1*, 0.00I,999.9,0
998227,99999,20130716,82.6,24,9999.9,0,1009.2,24,9999.9,0,999.9,0,3.5,24,8,999.9,   89.2*,  79.3*, 0.00I,999.9,0
998227,99999,20130717,82.2,24,9999.9,0,1008.8,24,9999.9,0,999.9,0,2.5,24,8,999.9,   87.4*,  77.2*, 0.00I,999.9,0
998227,99999,20130718,83.9,24,9999.9,0,1008.8,24,9999.9,0,999.9,0,3.6,24,7,999.9,   88.5*,  79.9*, 0.00I,999.9,0
998227,99999,20130719,82.3,24,9999.9,0,1009.1,24,9999.9,0,999.9,0,2.8,24,7,999.9,   88.7*,  78.4*, 0.00I,999.9,0
998227,99999,20130720,80.6,24,9999.9,0,1009.2,24,9999.9,0,999.9,0,2.3,24,7,999.9,   87.1*,  75.9*, 0.00I,999.9,0
998227,99999,20130721,83.5,24,9999.9,0,1009.2,24,9999.9,0,999.9,0,2.8,24,6,999.9,   88.5*,  78.3*, 0.00I,999.9,0
998227,99999,20130722,83.9,24,9999.9,0,1011,24,9999.9,0,999.9,0,3.5,24,8,999.9,   88.9*,  79.2*, 0.00I,999.9,0
998227,99999,20130723,83.6,24,9999.9,0,1011.2,24,9999.9,0,999.9,0,3.1,24,7,999.9,   88.5*,  78.3*, 0.00I,999.9,0
998227,99999,20130724,83.2,24,9999.9,0,1010,24,9999.9,0,999.9,0,4.7,24,13,999.9,   88.0*,  79.7*, 0.00I,999.9,0
998227,99999,20130725,84.1,24,9999.9,0,1009.7,24,9999.9,0,999.9,0,3.7,24,8.9,999.9,   88.7*,  79.0*, 0.00I,999.9,0
998227,99999,20130726,84,24,9999.9,0,1010.7,24,9999.9,0,999.9,0,3.7,24,9.9,999.9,   88.7*,  80.2*, 0.00I,999.9,0
998227,99999,20130727,84.7,24,9999.9,0,1010.8,24,9999.9,0,999.9,0,4.1,24,8,999.9,   88.3*,  81.0*, 0.00I,999.9,0
998227,99999,20130728,84.6,24,9999.9,0,1010.7,24,9999.9,0,999.9,0,4.2,24,8,999.9,   88.3*,  81.0*, 0.00I,999.9,0
998227,99999,20130729,84.1,24,9999.9,0,1009.3,24,9999.9,0,999.9,0,3.9,24,8.9,999.9,   89.1*,  78.4*, 0.00I,999.9,0
998227,99999,20130730,84.1,24,9999.9,0,1008.6,24,9999.9,0,999.9,0,3,24,7,999.9,   89.8*,  78.3*, 0.00I,999.9,0
998227,99999,20130731,84,24,9999.9,0,1009.4,24,9999.9,0,999.9,0,3.3,24,7,999.9,   90.5*,  77.5*, 0.00I,999.9,0
998227,99999,20130801,83.5,23,9999.9,0,1010.3,23,9999.9,0,999.9,0,5.7,23,11.1,999.9,   86.4*,  82.2*, 0.00I,999.9,0
998227,99999,20130802,84,24,9999.9,0,1010.9,24,9999.9,0,999.9,0,4.2,24,8.9,999.9,   89.1*,  78.3*, 0.00I,999.9,0
998227,99999,20130803,84.7,23,9999.9,0,1011.1,23,9999.9,0,999.9,0,3.4,23,8.9,999.9,   88.7*,  81.7*, 0.00I,999.9,0
998227,99999,20130804,83.3,24,9999.9,0,1010.7,24,9999.9,0,999.9,0,5.2,24,12,999.9,   89.6*,  78.3*, 0.00I,999.9,0
998227,99999,20130805,84.5,24,9999.9,0,1010.8,24,9999.9,0,999.9,0,4.2,24,8,999.9,   88.5*,  81.3*, 0.00I,999.9,0
998227,99999,20130806,82.6,24,9999.9,0,1010.2,24,9999.9,0,999.9,0,5.4,24,14,999.9,   87.8*,  78.4*, 0.00I,999.9,0
998227,99999,20130807,81.8,24,9999.9,0,1008.9,24,9999.9,0,999.9,0,3.8,24,8,999.9,   85.3*,  78.1*, 0.00I,999.9,0
998227,99999,20130808,82.8,24,9999.9,0,1009.1,24,9999.9,0,999.9,0,3.1,24,7,999.9,   86.5*,  78.4*, 0.00I,999.9,0
998227,99999,20130809,83.7,24,9999.9,0,1009.4,24,9999.9,0,999.9,0,3.7,24,7,999.9,   88.5*,  79.3*, 0.00I,999.9,0
998227,99999,20130810,82.9,24,9999.9,0,1010.2,24,9999.9,0,999.9,0,2.9,24,7,999.9,   87.3*,  79.7*, 0.00I,999.9,0
998227,99999,20130811,83.8,24,9999.9,0,1010.4,24,9999.9,0,999.9,0,2.7,24,7,999.9,   88.7*,  79.3*, 0.00I,999.9,0
998227,99999,20130812,81,24,9999.9,0,1010.4,24,9999.9,0,999.9,0,2.9,24,6,999.9,   84.9*,  78.3*, 0.00I,999.9,0
998227,99999,20130813,81,24,9999.9,0,1010.4,24,9999.9,0,999.9,0,2.2,24,8,999.9,   86.4*,  78.3*, 0.00I,999.9,0
998227,99999,20130814,81.7,24,9999.9,0,1010.2,24,9999.9,0,999.9,0,2.5,24,8,999.9,   86.2*,  78.6*, 0.00I,999.9,0
998227,99999,20130815,81.1,23,9999.9,0,1009.6,23,9999.9,0,999.9,0,3.6,23,8,999.9,   87.6*,  77.0*, 0.00I,999.9,0
998227,99999,20130816,81.5,21,9999.9,0,1009.4,21,9999.9,0,999.9,0,4.2,21,8.9,999.9,   85.8*,  78.4*, 0.00I,999.9,0
998227,99999,20130817,83.2,24,9999.9,0,1010.2,24,9999.9,0,999.9,0,4.7,24,18.1,999.9,   86.5*,  79.9*, 0.00I,999.9,0
998227,99999,20130818,83.2,24,9999.9,0,1009.8,24,9999.9,0,999.9,0,2.9,24,7,999.9,   88.2*,  80.4*, 0.00I,999.9,0
998227,99999,20130819,82.8,24,9999.9,0,1009,24,9999.9,0,999.9,0,2.6,24,5.1,999.9,   86.4*,  79.3*, 0.00I,999.9,0
998227,99999,20130820,83.2,24,9999.9,0,1008.8,24,9999.9,0,999.9,0,3.6,24,6,999.9,   88.2*,  79.0*, 0.00I,999.9,0
998227,99999,20130821,81.2,24,9999.9,0,1008,24,9999.9,0,999.9,0,3.5,24,9.9,999.9,   84.2*,  78.6*, 0.00I,999.9,0
998227,99999,20130822,83,23,9999.9,0,1008.5,23,9999.9,0,999.9,0,4,23,7,999.9,   87.1*,  79.7*, 0.00I,999.9,0
998227,99999,20130823,80.6,18,9999.9,0,1009.9,18,9999.9,0,999.9,0,2.9,18,7,999.9,   85.8*,  77.2*, 0.00I,999.9,0
998227,99999,20130824,81.8,24,9999.9,0,1010.4,24,9999.9,0,999.9,0,3.1,24,7,999.9,   86.7*,  76.8*, 0.00I,999.9,0
998227,99999,20130825,82.6,24,9999.9,0,1010.9,24,9999.9,0,999.9,0,3.6,24,11.1,999.9,   88.0*,  78.6*, 0.00I,999.9,0
998227,99999,20130826,82.7,24,9999.9,0,1011,24,9999.9,0,999.9,0,2.4,24,7,999.9,   86.4*,  79.0*, 0.00I,999.9,0
998227,99999,20130827,83,24,9999.9,0,1011.6,24,9999.9,0,999.9,0,2.5,24,6,999.9,   87.1*,  79.3*, 0.00I,999.9,0
998227,99999,20130828,83.2,24,9999.9,0,1011.3,24,9999.9,0,999.9,0,2.4,24,6,999.9,   87.4*,  79.3*, 0.00I,999.9,0
998227,99999,20130829,80.8,24,9999.9,0,1011.3,24,9999.9,0,999.9,0,1.9,24,7,999.9,   87.3*,  77.5*, 0.00I,999.9,0
998227,99999,20130830,83.3,23,9999.9,0,1011.2,23,9999.9,0,999.9,0,3.3,23,8,999.9,   86.4*,  79.0*, 0.00I,999.9,0
998227,99999,20130831,83.8,24,9999.9,0,1010.4,24,9999.9,0,999.9,0,3.5,24,8.9,999.9,   89.2*,  79.3*, 0.00I,999.9,0
998227,99999,20130901,81.7,24,9999.9,0,1009.9,24,9999.9,0,999.9,0,2.1,24,5.1,999.9,   87.8*,  77.9*, 0.00I,999.9,0
998227,99999,20130902,83.6,24,9999.9,0,1008.8,24,9999.9,0,999.9,0,2.8,24,11.1,999.9,   88.9*,  79.3*, 0.00I,999.9,0
998227,99999,20130903,82.7,24,9999.9,0,1009.1,24,9999.9,0,999.9,0,3.9,24,9.9,999.9,   88.0*,  78.6*, 0.00I,999.9,0
998227,99999,20130904,82,24,9999.9,0,1009.2,24,9999.9,0,999.9,0,2.1,24,6,999.9,   86.5*,  75.9*, 0.00I,999.9,0
998227,99999,20130905,82.5,24,9999.9,0,1009.1,24,9999.9,0,999.9,0,5.1,24,18.1,999.9,   87.3*,  75.6*, 0.00I,999.9,0
998227,99999,20130906,83.5,21,9999.9,0,1009.2,21,9999.9,0,999.9,0,3.4,21,8,999.9,   87.4*,  79.5*, 0.00I,999.9,0
998227,99999,20130907,82.2,24,9999.9,0,1010.1,24,9999.9,0,999.9,0,3.2,24,6,999.9,   88.7*,  76.3*, 0.00I,999.9,0
998227,99999,20130908,83.5,23,9999.9,0,1009.6,23,9999.9,0,999.9,0,4.4,23,8.9,999.9,   87.6*,  79.5*, 0.00I,999.9,0
998227,99999,20130910,79.3,22,9999.9,0,1007.7,22,9999.9,0,999.9,0,6.6,22,15,999.9,   82.8*,  75.6*, 0.00I,999.9,0
998227,99999,20130911,84.4,16,9999.9,0,1009.7,16,9999.9,0,999.9,0,7.7,16,14,999.9,   85.8*,  81.9*, 0.00I,999.9,0
998227,99999,20130912,85.5,24,9999.9,0,1009.3,24,9999.9,0,999.9,0,6.4,24,15,999.9,   87.6*,  84.2*, 0.00I,999.9,0
998227,99999,20130913,83.8,22,9999.9,0,1008.4,22,9999.9,0,999.9,0,4.4,22,9.9,999.9,   86.5*,  79.3*, 0.00I,999.9,0
998227,99999,20130914,83.3,24,9999.9,0,1008.1,24,9999.9,0,999.9,0,1.8,24,5.1,999.9,   88.3*,  78.6*, 0.00I,999.9,0
998227,99999,20130915,84.6,24,9999.9,0,1006.7,24,9999.9,0,999.9,0,9,24,15.9,999.9,   87.1*,  82.4*, 0.00I,999.9,0
998227,99999,20130916,82.7,24,9999.9,0,1005.4,24,9999.9,0,999.9,0,8.9,24,15.9,999.9,   85.3*,  78.3*, 0.00I,999.9,0
998227,99999,20130917,83.7,24,9999.9,0,1003.5,24,9999.9,0,999.9,0,13.2,24,19,999.9,   84.7*,  80.2*, 0.00I,999.9,0
998227,99999,20130918,83.4,24,9999.9,0,1001.5,24,9999.9,0,999.9,0,13.8,24,19,999.9,   84.4*,  80.4*, 0.00I,999.9,0
998227,99999,20130919,80.4,24,9999.9,0,1001.7,24,9999.9,0,999.9,0,15.1,24,24.1,999.9,   83.1*,  77.7*, 0.00I,999.9,0
998227,99999,20130920,79.1,24,9999.9,0,1000.2,24,9999.9,0,999.9,0,6.6,24,21,999.9,   83.7*,  76.6*, 0.00I,999.9,0
998227,99999,20130921,81.6,24,9999.9,0,1002.4,24,9999.9,0,999.9,0,7.4,24,15,999.9,   83.8*,  77.2*, 0.00I,999.9,0
998227,99999,20130922,79.8,24,9999.9,0,1004,24,9999.9,0,999.9,0,8.2,24,14,999.9,   82.0*,  77.7*, 0.00I,999.9,0
998227,99999,20130923,82.8,24,9999.9,0,1005,24,9999.9,0,999.9,0,10.3,24,17.1,999.9,   84.6*,  79.2*, 0.00I,999.9,0
998227,99999,20130924,83.3,23,9999.9,0,1007.5,23,9999.9,0,999.9,0,7.2,23,13,999.9,   85.1*,  81.0*, 0.00I,999.9,0
998227,99999,20130925,84.2,24,9999.9,0,1009.3,24,9999.9,0,999.9,0,4.4,24,12,999.9,   88.0*,  80.8*, 0.00I,999.9,0
998227,99999,20130926,83.6,24,9999.9,0,1008.2,24,9999.9,0,999.9,0,2.1,24,5.1,999.9,   87.6*,  80.2*, 0.00I,999.9,0
998227,99999,20130927,80.4,23,9999.9,0,1007.3,23,9999.9,0,999.9,0,3,23,7,999.9,   85.5*,  77.4*, 0.00I,999.9,0
998227,99999,20130928,81.8,24,9999.9,0,1005.5,24,9999.9,0,999.9,0,4.3,24,12,999.9,   84.9*,  78.8*, 0.00I,999.9,0
998227,99999,20130929,80.2,24,9999.9,0,1005.7,24,9999.9,0,999.9,0,6.2,24,12,999.9,   84.2*,  76.3*, 0.00I,999.9,0
998227,99999,20130930,83.8,24,9999.9,0,1008.1,24,9999.9,0,999.9,0,8.2,24,14,999.9,   84.9*,  82.0*, 0.00I,999.9,0
998227,99999,20131001,82.2,24,9999.9,0,1009.7,24,9999.9,0,999.9,0,5.8,24,18.1,999.9,   86.4*,  78.4*, 0.00I,999.9,0
998227,99999,20131002,84.6,24,9999.9,0,1008.9,24,9999.9,0,999.9,0,6.1,24,9.9,999.9,   87.1*,  82.4*, 0.00I,999.9,0
998227,99999,20131003,84.4,24,9999.9,0,1005.7,24,9999.9,0,999.9,0,9.2,24,11.1,999.9,   85.3*,  83.1*, 0.00I,999.9,0
998227,99999,20131004,84.2,24,9999.9,0,1003.6,24,9999.9,0,999.9,0,5.5,24,11.1,999.9,   86.0*,  81.5*, 0.00I,999.9,0
998227,99999,20131005,82.7,24,9999.9,0,1005.2,24,9999.9,0,999.9,0,3.7,24,11.1,999.9,   86.0*,  79.5*, 0.00I,999.9,0
998227,99999,20131006,83.2,24,9999.9,0,1006.1,24,9999.9,0,999.9,0,4,24,8,999.9,   88.5*,  78.4*, 0.00I,999.9,0
998227,99999,20131007,82.7,24,9999.9,0,1005.6,24,9999.9,0,999.9,0,3.1,24,7,999.9,   87.4*,  79.3*, 0.00I,999.9,0
998227,99999,20131008,82.9,24,9999.9,0,1006.1,24,9999.9,0,999.9,0,3,24,6,999.9,   85.3*,  80.1*, 0.00I,999.9,0
998227,99999,20131009,81.7,24,9999.9,0,1005,24,9999.9,0,999.9,0,8.8,24,20,999.9,   85.1*,  76.6*, 0.00I,999.9,0
998227,99999,20131010,79.7,24,9999.9,0,999.5,24,9999.9,0,999.9,0,10.2,24,21,999.9,   82.2*,  77.5*, 0.00I,999.9,0
998227,99999,20131011,80,24,9999.9,0,1003.5,24,9999.9,0,999.9,0,11.4,24,22.9,999.9,   84.0*,  74.5*, 0.00I,999.9,0
998227,99999,20131012,83.1,22,9999.9,0,1006.7,22,9999.9,0,999.9,0,10.5,22,18.1,999.9,   85.6*,  80.4*, 0.00I,999.9,0
998227,99999,20131013,80.9,24,9999.9,0,1010.2,24,9999.9,0,999.9,0,7.2,24,19,999.9,   86.5*,  77.0*, 0.00I,999.9,0
